n	200
e	26	142
e	26	143
e	26	145
e	26	147
e	26	148
e	26	149
e	26	150
e	26	151
e	26	154
e	26	156
e	26	158
e	26	159
e	26	160
e	26	162
e	26	163
e	26	169
e	26	170
e	26	173
e	26	174
e	26	176
e	26	178
e	26	179
e	26	180
e	26	183
e	26	184
e	26	185
e	26	188
e	26	191
e	26	196
e	26	197
e	26	198
e	26	199
e	27	29
e	27	31
e	27	32
e	27	34
e	27	39
e	27	41
e	27	43
e	27	45
e	27	47
e	27	48
e	27	50
e	27	52
e	27	59
e	27	60
e	27	62
e	27	64
e	27	68
e	27	69
e	27	70
e	27	72
e	27	73
e	27	76
e	27	77
e	27	79
e	27	80
e	27	81
e	27	83
e	27	84
e	27	89
e	27	90
e	27	91
e	27	92
e	27	93
e	27	94
e	27	96
e	27	97
e	27	98
e	27	100
e	27	101
e	27	103
e	27	104
e	27	106
e	27	108
e	27	109
e	27	110
e	27	112
e	27	116
e	27	117
e	27	118
e	27	125
e	27	126
e	27	130
e	27	131
e	27	132
e	27	134
e	27	136
e	27	138
e	27	140
e	27	141
e	27	143
e	27	144
e	27	145
e	27	147
e	27	149
e	27	153
e	27	156
e	27	157
e	27	159
e	27	163
e	27	165
e	27	171
e	27	172
e	27	173
e	27	174
e	27	175
e	27	176
e	27	177
e	27	178
e	27	181
e	27	186
e	27	188
e	27	190
e	27	193
e	27	198
e	27	199
e	28	29
e	28	32
e	28	33
e	28	34
e	28	38
e	28	39
e	28	41
e	28	44
e	28	47
e	28	50
e	28	53
e	28	54
e	28	58
e	28	60
e	28	61
e	28	63
e	28	65
e	28	67
e	28	69
e	28	71
e	28	76
e	28	81
e	28	82
e	28	84
e	28	86
e	28	87
e	28	88
e	28	90
e	28	91
e	28	92
e	28	93
e	28	95
e	28	97
e	28	98
e	28	100
e	28	101
e	28	106
e	28	107
e	28	111
e	28	113
e	28	115
e	28	119
e	28	120
e	28	121
e	28	126
e	28	127
e	28	128
e	28	129
e	28	131
e	28	132
e	28	134
e	28	142
e	28	144
e	28	145
e	28	149
e	28	151
e	28	152
e	28	153
e	28	154
e	28	157
e	28	158
e	28	159
e	28	160
e	28	161
e	28	164
e	28	166
e	28	168
e	28	169
e	28	170
e	28	173
e	28	174
e	28	175
e	28	176
e	28	178
e	28	180
e	28	184
e	28	185
e	28	186
e	28	188
e	28	189
e	28	191
e	28	192
e	28	193
e	28	195
e	28	199
e	28	200
e	29	31
e	29	32
e	29	37
e	29	39
e	29	42
e	29	44
e	29	45
e	29	47
e	29	48
e	29	49
e	29	50
e	29	53
e	29	56
e	29	63
e	29	64
e	29	66
e	29	68
e	29	69
e	29	70
e	29	72
e	29	73
e	29	76
e	29	79
e	29	80
e	29	81
e	29	83
e	29	85
e	29	88
e	29	95
e	29	96
e	29	97
e	29	98
e	29	100
e	29	102
e	29	105
e	29	106
e	29	109
e	29	110
e	29	111
e	29	113
e	29	121
e	29	122
e	29	123
e	29	124
e	29	126
e	29	127
e	29	129
e	29	131
e	29	132
e	29	138
e	29	139
e	29	142
e	29	145
e	29	146
e	29	147
e	29	148
e	29	149
e	29	151
e	29	152
e	29	153
e	29	154
e	29	155
e	29	161
e	29	165
e	29	167
e	29	168
e	29	169
e	29	170
e	29	173
e	29	174
e	29	175
e	29	176
e	29	177
e	29	178
e	29	179
e	29	180
e	29	183
e	29	184
e	29	189
e	29	190
e	29	192
e	29	194
e	29	195
e	29	196
e	29	197
e	29	198
e	29	200
e	30	32
e	30	34
e	30	35
e	30	38
e	30	39
e	30	43
e	30	44
e	30	46
e	30	47
e	30	48
e	30	51
e	30	52
e	30	54
e	30	55
e	30	59
e	30	61
e	30	63
e	30	66
e	30	68
e	30	70
e	30	72
e	30	74
e	30	77
e	30	78
e	30	79
e	30	80
e	30	81
e	30	83
e	30	84
e	30	88
e	30	91
e	30	92
e	30	93
e	30	95
e	30	96
e	30	99
e	30	102
e	30	107
e	30	112
e	30	117
e	30	119
e	30	120
e	30	127
e	30	130
e	30	132
e	30	135
e	30	136
e	30	137
e	30	139
e	30	144
e	30	145
e	30	146
e	30	151
e	30	155
e	30	156
e	30	157
e	30	160
e	30	161
e	30	162
e	30	163
e	30	165
e	30	168
e	30	171
e	30	172
e	30	173
e	30	177
e	30	180
e	30	181
e	30	186
e	30	189
e	30	195
e	30	198
e	30	199
e	30	200
e	31	32
e	31	34
e	31	35
e	31	38
e	31	39
e	31	40
e	31	41
e	31	46
e	31	47
e	31	48
e	31	49
e	31	52
e	31	53
e	31	54
e	31	55
e	31	56
e	31	59
e	31	63
e	31	68
e	31	69
e	31	76
e	31	78
e	31	79
e	31	80
e	31	81
e	31	83
e	31	85
e	31	89
e	31	90
e	31	91
e	31	92
e	31	93
e	31	97
e	31	98
e	31	102
e	31	103
e	31	104
e	31	105
e	31	106
e	31	109
e	31	110
e	31	111
e	31	113
e	31	115
e	31	116
e	31	119
e	31	120
e	31	121
e	31	123
e	31	124
e	31	130
e	31	131
e	31	132
e	31	134
e	31	138
e	31	139
e	31	140
e	31	141
e	31	145
e	31	147
e	31	149
e	31	150
e	31	153
e	31	155
e	31	156
e	31	157
e	31	159
e	31	160
e	31	161
e	31	167
e	31	168
e	31	169
e	31	170
e	31	174
e	31	175
e	31	176
e	31	177
e	31	178
e	31	180
e	31	182
e	31	187
e	31	190
e	31	194
e	31	200
e	32	34
e	32	36
e	32	37
e	32	39
e	32	43
e	32	45
e	32	48
e	32	50
e	32	51
e	32	53
e	32	54
e	32	55
e	32	56
e	32	57
e	32	58
e	32	64
e	32	67
e	32	68
e	32	72
e	32	74
e	32	75
e	32	77
e	32	80
e	32	81
e	32	83
e	32	84
e	32	87
e	32	88
e	32	89
e	32	90
e	32	91
e	32	93
e	32	94
e	32	95
e	32	96
e	32	100
e	32	101
e	32	103
e	32	105
e	32	107
e	32	111
e	32	114
e	32	115
e	32	116
e	32	118
e	32	120
e	32	121
e	32	122
e	32	126
e	32	127
e	32	130
e	32	133
e	32	136
e	32	137
e	32	140
e	32	143
e	32	144
e	32	147
e	32	148
e	32	149
e	32	151
e	32	152
e	32	153
e	32	157
e	32	158
e	32	162
e	32	164
e	32	165
e	32	169
e	32	173
e	32	174
e	32	178
e	32	179
e	32	180
e	32	184
e	32	185
e	32	186
e	32	188
e	32	189
e	32	190
e	32	191
e	32	199
e	33	35
e	33	37
e	33	38
e	33	39
e	33	40
e	33	42
e	33	44
e	33	48
e	33	49
e	33	52
e	33	53
e	33	54
e	33	57
e	33	59
e	33	60
e	33	61
e	33	62
e	33	63
e	33	66
e	33	67
e	33	69
e	33	71
e	33	73
e	33	76
e	33	78
e	33	79
e	33	80
e	33	84
e	33	87
e	33	88
e	33	89
e	33	90
e	33	94
e	33	95
e	33	96
e	33	97
e	33	98
e	33	100
e	33	104
e	33	109
e	33	110
e	33	111
e	33	113
e	33	115
e	33	116
e	33	118
e	33	121
e	33	122
e	33	124
e	33	125
e	33	126
e	33	129
e	33	132
e	33	134
e	33	135
e	33	137
e	33	138
e	33	140
e	33	141
e	33	143
e	33	147
e	33	148
e	33	149
e	33	152
e	33	153
e	33	155
e	33	160
e	33	161
e	33	163
e	33	166
e	33	173
e	33	174
e	33	175
e	33	177
e	33	178
e	33	180
e	33	181
e	33	183
e	33	185
e	33	186
e	33	188
e	33	189
e	33	191
e	33	194
e	34	36
e	34	40
e	34	48
e	34	53
e	34	56
e	34	57
e	34	58
e	34	60
e	34	61
e	34	62
e	34	63
e	34	66
e	34	67
e	34	68
e	34	70
e	34	73
e	34	74
e	34	75
e	34	79
e	34	84
e	34	85
e	34	86
e	34	87
e	34	88
e	34	89
e	34	91
e	34	93
e	34	94
e	34	95
e	34	96
e	34	98
e	34	99
e	34	100
e	34	101
e	34	105
e	34	106
e	34	110
e	34	111
e	34	115
e	34	116
e	34	120
e	34	121
e	34	122
e	34	123
e	34	127
e	34	128
e	34	130
e	34	132
e	34	134
e	34	137
e	34	138
e	34	140
e	34	143
e	34	145
e	34	147
e	34	148
e	34	149
e	34	155
e	34	156
e	34	157
e	34	159
e	34	161
e	34	164
e	34	165
e	34	167
e	34	170
e	34	172
e	34	173
e	34	174
e	34	175
e	34	177
e	34	179
e	34	183
e	34	185
e	34	186
e	34	189
e	34	192
e	34	193
e	34	199
e	35	36
e	35	38
e	35	39
e	35	43
e	35	48
e	35	49
e	35	50
e	35	53
e	35	54
e	35	57
e	35	58
e	35	59
e	35	60
e	35	63
e	35	64
e	35	66
e	35	68
e	35	69
e	35	71
e	35	75
e	35	78
e	35	79
e	35	80
e	35	86
e	35	88
e	35	93
e	35	94
e	35	95
e	35	96
e	35	97
e	35	98
e	35	101
e	35	106
e	35	108
e	35	109
e	35	110
e	35	111
e	35	114
e	35	118
e	35	120
e	35	121
e	35	122
e	35	123
e	35	125
e	35	130
e	35	132
e	35	134
e	35	135
e	35	137
e	35	138
e	35	140
e	35	141
e	35	147
e	35	151
e	35	152
e	35	153
e	35	156
e	35	159
e	35	162
e	35	163
e	35	167
e	35	168
e	35	170
e	35	171
e	35	174
e	35	175
e	35	176
e	35	177
e	35	181
e	35	182
e	35	183
e	35	187
e	35	188
e	35	192
e	35	194
e	35	196
e	36	38
e	36	39
e	36	42
e	36	43
e	36	44
e	36	47
e	36	48
e	36	49
e	36	52
e	36	55
e	36	56
e	36	57
e	36	58
e	36	59
e	36	62
e	36	64
e	36	66
e	36	67
e	36	68
e	36	69
e	36	70
e	36	71
e	36	73
e	36	74
e	36	77
e	36	79
e	36	80
e	36	83
e	36	85
e	36	86
e	36	87
e	36	88
e	36	89
e	36	90
e	36	92
e	36	93
e	36	94
e	36	98
e	36	99
e	36	100
e	36	106
e	36	107
e	36	110
e	36	112
e	36	115
e	36	118
e	36	119
e	36	120
e	36	122
e	36	123
e	36	124
e	36	127
e	36	128
e	36	130
e	36	131
e	36	132
e	36	134
e	36	135
e	36	137
e	36	138
e	36	139
e	36	140
e	36	141
e	36	142
e	36	143
e	36	146
e	36	148
e	36	149
e	36	150
e	36	151
e	36	152
e	36	154
e	36	156
e	36	157
e	36	158
e	36	160
e	36	161
e	36	162
e	36	163
e	36	165
e	36	168
e	36	171
e	36	172
e	36	173
e	36	174
e	36	176
e	36	179
e	36	180
e	36	181
e	36	185
e	36	189
e	36	190
e	36	193
e	36	196
e	36	197
e	37	41
e	37	45
e	37	48
e	37	51
e	37	52
e	37	56
e	37	57
e	37	61
e	37	62
e	37	63
e	37	65
e	37	70
e	37	72
e	37	73
e	37	74
e	37	77
e	37	81
e	37	84
e	37	89
e	37	90
e	37	91
e	37	93
e	37	95
e	37	97
e	37	99
e	37	105
e	37	106
e	37	109
e	37	110
e	37	111
e	37	115
e	37	118
e	37	125
e	37	126
e	37	128
e	37	129
e	37	130
e	37	134
e	37	137
e	37	138
e	37	140
e	37	141
e	37	143
e	37	145
e	37	146
e	37	148
e	37	149
e	37	150
e	37	151
e	37	156
e	37	159
e	37	161
e	37	162
e	37	163
e	37	164
e	37	165
e	37	167
e	37	169
e	37	171
e	37	181
e	37	182
e	37	183
e	37	185
e	37	187
e	37	191
e	37	192
e	37	193
e	37	194
e	37	195
e	37	196
e	37	197
e	38	39
e	38	40
e	38	42
e	38	44
e	38	48
e	38	49
e	38	52
e	38	53
e	38	54
e	38	57
e	38	58
e	38	59
e	38	60
e	38	63
e	38	64
e	38	66
e	38	68
e	38	70
e	38	71
e	38	77
e	38	78
e	38	79
e	38	81
e	38	87
e	38	89
e	38	90
e	38	91
e	38	94
e	38	97
e	38	100
e	38	101
e	38	102
e	38	103
e	38	104
e	38	105
e	38	106
e	38	111
e	38	113
e	38	114
e	38	116
e	38	121
e	38	123
e	38	124
e	38	132
e	38	133
e	38	136
e	38	137
e	38	139
e	38	140
e	38	141
e	38	142
e	38	143
e	38	144
e	38	145
e	38	146
e	38	150
e	38	152
e	38	153
e	38	156
e	38	158
e	38	159
e	38	161
e	38	163
e	38	165
e	38	167
e	38	169
e	38	170
e	38	171
e	38	172
e	38	173
e	38	177
e	38	178
e	38	179
e	38	180
e	38	182
e	38	185
e	38	187
e	38	188
e	38	190
e	38	191
e	38	194
e	38	195
e	38	197
e	38	199
e	39	42
e	39	46
e	39	48
e	39	49
e	39	50
e	39	51
e	39	52
e	39	53
e	39	54
e	39	57
e	39	59
e	39	60
e	39	61
e	39	62
e	39	63
e	39	66
e	39	70
e	39	72
e	39	73
e	39	75
e	39	79
e	39	80
e	39	84
e	39	87
e	39	89
e	39	90
e	39	95
e	39	97
e	39	99
e	39	102
e	39	104
e	39	105
e	39	106
e	39	107
e	39	108
e	39	110
e	39	111
e	39	114
e	39	116
e	39	117
e	39	118
e	39	119
e	39	120
e	39	121
e	39	123
e	39	125
e	39	126
e	39	131
e	39	133
e	39	134
e	39	135
e	39	136
e	39	147
e	39	148
e	39	150
e	39	154
e	39	155
e	39	157
e	39	160
e	39	163
e	39	164
e	39	168
e	39	169
e	39	170
e	39	172
e	39	176
e	39	184
e	39	186
e	39	189
e	39	192
e	39	195
e	40	41
e	40	47
e	40	48
e	40	49
e	40	52
e	40	53
e	40	55
e	40	56
e	40	57
e	40	59
e	40	60
e	40	61
e	40	62
e	40	63
e	40	64
e	40	65
e	40	66
e	40	68
e	40	69
e	40	72
e	40	74
e	40	75
e	40	76
e	40	77
e	40	78
e	40	79
e	40	82
e	40	83
e	40	84
e	40	85
e	40	93
e	40	95
e	40	99
e	40	104
e	40	109
e	40	111
e	40	112
e	40	115
e	40	116
e	40	118
e	40	119
e	40	120
e	40	121
e	40	127
e	40	128
e	40	129
e	40	130
e	40	131
e	40	132
e	40	133
e	40	137
e	40	140
e	40	141
e	40	142
e	40	143
e	40	144
e	40	145
e	40	146
e	40	148
e	40	149
e	40	151
e	40	155
e	40	156
e	40	158
e	40	159
e	40	161
e	40	162
e	40	163
e	40	166
e	40	170
e	40	173
e	40	176
e	40	180
e	40	183
e	40	185
e	40	186
e	40	187
e	40	188
e	40	190
e	40	191
e	40	196
e	41	42
e	41	43
e	41	50
e	41	51
e	41	55
e	41	56
e	41	57
e	41	60
e	41	64
e	41	66
e	41	67
e	41	68
e	41	72
e	41	75
e	41	76
e	41	77
e	41	79
e	41	81
e	41	82
e	41	83
e	41	84
e	41	85
e	41	86
e	41	87
e	41	89
e	41	92
e	41	96
e	41	98
e	41	100
e	41	101
e	41	102
e	41	108
e	41	109
e	41	110
e	41	111
e	41	113
e	41	115
e	41	116
e	41	120
e	41	121
e	41	123
e	41	125
e	41	126
e	41	129
e	41	131
e	41	132
e	41	133
e	41	134
e	41	135
e	41	139
e	41	140
e	41	142
e	41	143
e	41	144
e	41	146
e	41	147
e	41	149
e	41	151
e	41	153
e	41	154
e	41	155
e	41	157
e	41	160
e	41	162
e	41	165
e	41	170
e	41	173
e	41	176
e	41	177
e	41	178
e	41	179
e	41	181
e	41	185
e	41	189
e	41	191
e	41	192
e	41	193
e	41	197
e	41	198
e	42	43
e	42	45
e	42	47
e	42	49
e	42	51
e	42	57
e	42	58
e	42	59
e	42	63
e	42	64
e	42	65
e	42	67
e	42	69
e	42	70
e	42	71
e	42	75
e	42	76
e	42	77
e	42	78
e	42	79
e	42	80
e	42	87
e	42	91
e	42	93
e	42	96
e	42	97
e	42	98
e	42	99
e	42	100
e	42	101
e	42	103
e	42	106
e	42	112
e	42	113
e	42	115
e	42	117
e	42	119
e	42	122
e	42	124
e	42	126
e	42	127
e	42	130
e	42	131
e	42	133
e	42	135
e	42	138
e	42	139
e	42	140
e	42	141
e	42	142
e	42	143
e	42	146
e	42	151
e	42	154
e	42	155
e	42	156
e	42	157
e	42	159
e	42	161
e	42	162
e	42	164
e	42	165
e	42	166
e	42	169
e	42	177
e	42	178
e	42	183
e	42	184
e	42	186
e	42	190
e	42	191
e	42	192
e	42	193
e	42	194
e	42	195
e	42	199
e	42	200
e	43	45
e	43	50
e	43	54
e	43	57
e	43	58
e	43	59
e	43	61
e	43	68
e	43	70
e	43	71
e	43	82
e	43	83
e	43	85
e	43	89
e	43	92
e	43	93
e	43	94
e	43	96
e	43	100
e	43	103
e	43	108
e	43	110
e	43	112
e	43	114
e	43	115
e	43	122
e	43	123
e	43	127
e	43	129
e	43	130
e	43	133
e	43	135
e	43	136
e	43	138
e	43	141
e	43	143
e	43	144
e	43	150
e	43	152
e	43	154
e	43	156
e	43	160
e	43	161
e	43	162
e	43	163
e	43	167
e	43	168
e	43	169
e	43	170
e	43	171
e	43	176
e	43	178
e	43	181
e	43	184
e	43	185
e	43	187
e	43	189
e	43	192
e	43	193
e	43	197
e	43	198
e	43	199
e	44	45
e	44	47
e	44	49
e	44	50
e	44	51
e	44	52
e	44	54
e	44	58
e	44	59
e	44	62
e	44	64
e	44	71
e	44	72
e	44	73
e	44	79
e	44	83
e	44	84
e	44	85
e	44	86
e	44	88
e	44	90
e	44	94
e	44	95
e	44	98
e	44	105
e	44	107
e	44	113
e	44	114
e	44	115
e	44	116
e	44	117
e	44	119
e	44	124
e	44	126
e	44	128
e	44	129
e	44	133
e	44	134
e	44	137
e	44	138
e	44	139
e	44	141
e	44	142
e	44	144
e	44	145
e	44	147
e	44	148
e	44	150
e	44	153
e	44	159
e	44	160
e	44	163
e	44	164
e	44	165
e	44	166
e	44	167
e	44	168
e	44	171
e	44	172
e	44	173
e	44	174
e	44	176
e	44	177
e	44	182
e	44	183
e	44	184
e	44	185
e	44	190
e	44	191
e	44	194
e	44	196
e	44	197
e	44	198
e	44	199
e	45	46
e	45	47
e	45	50
e	45	51
e	45	52
e	45	53
e	45	55
e	45	56
e	45	57
e	45	59
e	45	61
e	45	62
e	45	64
e	45	65
e	45	67
e	45	69
e	45	70
e	45	71
e	45	73
e	45	74
e	45	78
e	45	79
e	45	81
e	45	84
e	45	85
e	45	86
e	45	87
e	45	88
e	45	89
e	45	91
e	45	93
e	45	95
e	45	96
e	45	97
e	45	98
e	45	99
e	45	100
e	45	103
e	45	107
e	45	109
e	45	111
e	45	112
e	45	118
e	45	119
e	45	122
e	45	123
e	45	124
e	45	128
e	45	130
e	45	132
e	45	133
e	45	137
e	45	138
e	45	139
e	45	141
e	45	143
e	45	144
e	45	146
e	45	147
e	45	156
e	45	159
e	45	162
e	45	163
e	45	165
e	45	167
e	45	168
e	45	169
e	45	171
e	45	176
e	45	177
e	45	183
e	45	184
e	45	186
e	45	187
e	45	188
e	45	189
e	45	190
e	45	194
e	45	196
e	45	198
e	46	48
e	46	55
e	46	56
e	46	57
e	46	59
e	46	63
e	46	64
e	46	65
e	46	66
e	46	67
e	46	69
e	46	70
e	46	74
e	46	78
e	46	81
e	46	83
e	46	84
e	46	89
e	46	93
e	46	94
e	46	95
e	46	96
e	46	99
e	46	100
e	46	102
e	46	107
e	46	109
e	46	110
e	46	111
e	46	113
e	46	114
e	46	117
e	46	118
e	46	119
e	46	122
e	46	123
e	46	127
e	46	128
e	46	131
e	46	134
e	46	136
e	46	137
e	46	141
e	46	142
e	46	143
e	46	145
e	46	147
e	46	148
e	46	149
e	46	150
e	46	151
e	46	154
e	46	158
e	46	160
e	46	161
e	46	163
e	46	164
e	46	165
e	46	168
e	46	169
e	46	171
e	46	177
e	46	178
e	46	179
e	46	184
e	46	188
e	46	191
e	46	195
e	46	198
e	46	199
e	47	48
e	47	49
e	47	50
e	47	51
e	47	55
e	47	56
e	47	59
e	47	62
e	47	63
e	47	64
e	47	65
e	47	66
e	47	70
e	47	71
e	47	72
e	47	73
e	47	75
e	47	80
e	47	81
e	47	82
e	47	83
e	47	85
e	47	86
e	47	87
e	47	89
e	47	90
e	47	94
e	47	96
e	47	100
e	47	101
e	47	102
e	47	103
e	47	104
e	47	105
e	47	107
e	47	109
e	47	110
e	47	111
e	47	112
e	47	113
e	47	117
e	47	119
e	47	120
e	47	126
e	47	127
e	47	129
e	47	133
e	47	134
e	47	138
e	47	141
e	47	145
e	47	146
e	47	147
e	47	149
e	47	150
e	47	151
e	47	152
e	47	155
e	47	157
e	47	159
e	47	160
e	47	161
e	47	162
e	47	163
e	47	164
e	47	165
e	47	167
e	47	168
e	47	170
e	47	172
e	47	176
e	47	177
e	47	180
e	47	181
e	47	183
e	47	184
e	47	185
e	47	188
e	47	190
e	47	191
e	47	192
e	47	193
e	47	196
e	47	197
e	47	198
e	48	49
e	48	52
e	48	54
e	48	56
e	48	57
e	48	58
e	48	60
e	48	62
e	48	65
e	48	68
e	48	71
e	48	72
e	48	74
e	48	77
e	48	78
e	48	79
e	48	80
e	48	82
e	48	85
e	48	86
e	48	87
e	48	88
e	48	91
e	48	94
e	48	95
e	48	97
e	48	99
e	48	100
e	48	101
e	48	102
e	48	103
e	48	106
e	48	109
e	48	111
e	48	112
e	48	114
e	48	115
e	48	117
e	48	121
e	48	124
e	48	125
e	48	126
e	48	129
e	48	130
e	48	132
e	48	136
e	48	137
e	48	144
e	48	145
e	48	148
e	48	152
e	48	153
e	48	154
e	48	156
e	48	158
e	48	159
e	48	160
e	48	161
e	48	163
e	48	165
e	48	166
e	48	167
e	48	176
e	48	177
e	48	178
e	48	179
e	48	184
e	48	185
e	48	188
e	48	190
e	48	192
e	48	197
e	49	52
e	49	59
e	49	60
e	49	61
e	49	63
e	49	64
e	49	65
e	49	66
e	49	67
e	49	68
e	49	70
e	49	72
e	49	73
e	49	74
e	49	75
e	49	77
e	49	79
e	49	80
e	49	81
e	49	84
e	49	86
e	49	88
e	49	90
e	49	92
e	49	97
e	49	98
e	49	101
e	49	102
e	49	105
e	49	107
e	49	112
e	49	114
e	49	116
e	49	117
e	49	119
e	49	122
e	49	123
e	49	124
e	49	125
e	49	127
e	49	128
e	49	129
e	49	130
e	49	131
e	49	132
e	49	135
e	49	136
e	49	139
e	49	140
e	49	141
e	49	143
e	49	144
e	49	145
e	49	147
e	49	149
e	49	152
e	49	153
e	49	155
e	49	156
e	49	158
e	49	159
e	49	160
e	49	161
e	49	163
e	49	164
e	49	168
e	49	169
e	49	170
e	49	175
e	49	177
e	49	178
e	49	179
e	49	180
e	49	183
e	49	185
e	49	189
e	49	190
e	49	191
e	49	192
e	49	194
e	49	195
e	49	197
e	49	199
e	50	51
e	50	52
e	50	53
e	50	55
e	50	58
e	50	63
e	50	65
e	50	66
e	50	69
e	50	70
e	50	71
e	50	74
e	50	75
e	50	76
e	50	77
e	50	78
e	50	80
e	50	86
e	50	87
e	50	90
e	50	91
e	50	92
e	50	96
e	50	100
e	50	101
e	50	102
e	50	106
e	50	108
e	50	109
e	50	110
e	50	111
e	50	115
e	50	116
e	50	117
e	50	119
e	50	123
e	50	125
e	50	126
e	50	128
e	50	129
e	50	130
e	50	131
e	50	133
e	50	134
e	50	136
e	50	137
e	50	138
e	50	140
e	50	141
e	50	145
e	50	147
e	50	149
e	50	151
e	50	153
e	50	157
e	50	158
e	50	159
e	50	160
e	50	161
e	50	165
e	50	169
e	50	172
e	50	176
e	50	177
e	50	178
e	50	179
e	50	180
e	50	181
e	50	182
e	50	185
e	50	188
e	50	189
e	50	191
e	50	194
e	50	198
e	50	199
e	50	200
e	51	53
e	51	56
e	51	57
e	51	58
e	51	59
e	51	60
e	51	62
e	51	63
e	51	64
e	51	65
e	51	66
e	51	68
e	51	70
e	51	72
e	51	73
e	51	76
e	51	77
e	51	78
e	51	79
e	51	81
e	51	82
e	51	84
e	51	89
e	51	92
e	51	93
e	51	94
e	51	96
e	51	97
e	51	98
e	51	99
e	51	101
e	51	102
e	51	105
e	51	106
e	51	109
e	51	110
e	51	111
e	51	115
e	51	117
e	51	118
e	51	119
e	51	121
e	51	124
e	51	125
e	51	127
e	51	130
e	51	131
e	51	133
e	51	134
e	51	136
e	51	138
e	51	139
e	51	140
e	51	142
e	51	143
e	51	144
e	51	145
e	51	147
e	51	149
e	51	151
e	51	152
e	51	153
e	51	154
e	51	157
e	51	159
e	51	162
e	51	165
e	51	168
e	51	169
e	51	170
e	51	175
e	51	176
e	51	179
e	51	180
e	51	183
e	51	184
e	51	188
e	51	191
e	51	192
e	51	194
e	51	197
e	51	198
e	51	199
e	52	53
e	52	54
e	52	56
e	52	57
e	52	58
e	52	59
e	52	60
e	52	61
e	52	63
e	52	64
e	52	66
e	52	67
e	52	69
e	52	70
e	52	73
e	52	77
e	52	82
e	52	83
e	52	84
e	52	85
e	52	86
e	52	92
e	52	94
e	52	96
e	52	99
e	52	100
e	52	102
e	52	103
e	52	107
e	52	108
e	52	110
e	52	111
e	52	114
e	52	115
e	52	118
e	52	122
e	52	124
e	52	127
e	52	130
e	52	131
e	52	137
e	52	138
e	52	139
e	52	140
e	52	144
e	52	146
e	52	147
e	52	148
e	52	150
e	52	152
e	52	154
e	52	155
e	52	156
e	52	159
e	52	167
e	52	168
e	52	174
e	52	176
e	52	179
e	52	181
e	52	183
e	52	185
e	52	186
e	52	187
e	52	188
e	52	189
e	52	191
e	52	193
e	52	195
e	52	198
e	53	54
e	53	56
e	53	59
e	53	61
e	53	63
e	53	64
e	53	65
e	53	68
e	53	71
e	53	74
e	53	75
e	53	76
e	53	78
e	53	80
e	53	81
e	53	82
e	53	84
e	53	89
e	53	91
e	53	93
e	53	94
e	53	98
e	53	100
e	53	101
e	53	102
e	53	104
e	53	106
e	53	110
e	53	113
e	53	115
e	53	116
e	53	117
e	53	118
e	53	119
e	53	121
e	53	122
e	53	123
e	53	125
e	53	127
e	53	128
e	53	129
e	53	130
e	53	134
e	53	137
e	53	138
e	53	139
e	53	141
e	53	142
e	53	143
e	53	146
e	53	149
e	53	154
e	53	161
e	53	162
e	53	163
e	53	164
e	53	166
e	53	168
e	53	172
e	53	174
e	53	175
e	53	176
e	53	178
e	53	180
e	53	181
e	53	182
e	53	185
e	53	189
e	53	190
e	53	191
e	53	192
e	53	193
e	53	195
e	53	200
e	54	56
e	54	59
e	54	61
e	54	67
e	54	68
e	54	69
e	54	73
e	54	74
e	54	80
e	54	81
e	54	84
e	54	92
e	54	93
e	54	94
e	54	96
e	54	97
e	54	98
e	54	99
e	54	100
e	54	103
e	54	104
e	54	110
e	54	116
e	54	117
e	54	118
e	54	121
e	54	122
e	54	123
e	54	126
e	54	129
e	54	130
e	54	131
e	54	133
e	54	135
e	54	140
e	54	141
e	54	143
e	54	144
e	54	146
e	54	150
e	54	153
e	54	155
e	54	157
e	54	159
e	54	160
e	54	164
e	54	165
e	54	166
e	54	167
e	54	168
e	54	170
e	54	176
e	54	178
e	54	179
e	54	180
e	54	183
e	54	184
e	54	188
e	54	189
e	54	191
e	54	194
e	54	195
e	54	196
e	54	197
e	54	199
e	55	56
e	55	58
e	55	60
e	55	62
e	55	69
e	55	73
e	55	74
e	55	75
e	55	78
e	55	80
e	55	81
e	55	83
e	55	88
e	55	89
e	55	90
e	55	92
e	55	94
e	55	95
e	55	96
e	55	101
e	55	102
e	55	104
e	55	105
e	55	106
e	55	107
e	55	108
e	55	109
e	55	111
e	55	116
e	55	120
e	55	123
e	55	127
e	55	128
e	55	130
e	55	133
e	55	135
e	55	137
e	55	138
e	55	141
e	55	144
e	55	146
e	55	149
e	55	151
e	55	152
e	55	153
e	55	154
e	55	155
e	55	158
e	55	161
e	55	163
e	55	164
e	55	166
e	55	167
e	55	168
e	55	170
e	55	172
e	55	176
e	55	177
e	55	178
e	55	179
e	55	183
e	55	185
e	55	186
e	55	189
e	55	190
e	55	192
e	55	193
e	55	194
e	55	195
e	55	196
e	55	198
e	55	200
e	56	57
e	56	61
e	56	62
e	56	64
e	56	66
e	56	68
e	56	69
e	56	72
e	56	75
e	56	76
e	56	77
e	56	79
e	56	80
e	56	81
e	56	87
e	56	88
e	56	91
e	56	93
e	56	94
e	56	95
e	56	100
e	56	101
e	56	102
e	56	103
e	56	107
e	56	108
e	56	109
e	56	110
e	56	111
e	56	113
e	56	114
e	56	115
e	56	116
e	56	117
e	56	118
e	56	123
e	56	124
e	56	126
