n	200
e	26	121
e	26	122
e	26	123
e	26	124
e	26	125
e	26	127
e	26	128
e	26	129
e	26	133
e	26	134
e	26	137
e	26	140
e	26	143
e	26	145
e	26	146
e	26	151
e	26	152
e	26	154
e	26	155
e	26	159
e	26	161
e	26	162
e	26	165
e	26	166
e	26	168
e	26	170
e	26	172
e	26	174
e	26	177
e	26	178
e	26	179
e	26	180
e	26	181
e	26	188
e	26	189
e	26	191
e	26	193
e	26	194
e	26	195
e	26	196
e	26	199
e	26	200
e	27	31
e	27	33
e	27	34
e	27	36
e	27	42
e	27	44
e	27	46
e	27	52
e	27	53
e	27	57
e	27	59
e	27	60
e	27	61
e	27	64
e	27	66
e	27	68
e	27	71
e	27	72
e	27	78
e	27	79
e	27	80
e	27	81
e	27	86
e	27	89
e	27	90
e	27	91
e	27	92
e	27	93
e	27	95
e	27	98
e	27	100
e	27	101
e	27	102
e	27	105
e	27	107
e	27	109
e	27	110
e	27	114
e	27	117
e	27	119
e	27	120
e	27	122
e	27	123
e	27	124
e	27	127
e	27	129
e	27	133
e	27	139
e	27	141
e	27	144
e	27	147
e	27	148
e	27	149
e	27	150
e	27	152
e	27	154
e	27	158
e	27	160
e	27	162
e	27	163
e	27	164
e	27	167
e	27	170
e	27	171
e	27	173
e	27	174
e	27	176
e	27	179
e	27	182
e	27	186
e	27	188
e	27	190
e	27	191
e	27	195
e	27	197
e	27	198
e	28	30
e	28	31
e	28	32
e	28	36
e	28	37
e	28	41
e	28	43
e	28	46
e	28	49
e	28	51
e	28	55
e	28	56
e	28	58
e	28	59
e	28	60
e	28	61
e	28	62
e	28	65
e	28	73
e	28	78
e	28	83
e	28	84
e	28	85
e	28	86
e	28	88
e	28	89
e	28	90
e	28	91
e	28	93
e	28	94
e	28	95
e	28	96
e	28	97
e	28	98
e	28	99
e	28	100
e	28	103
e	28	104
e	28	106
e	28	109
e	28	115
e	28	119
e	28	121
e	28	123
e	28	126
e	28	127
e	28	131
e	28	132
e	28	133
e	28	134
e	28	135
e	28	136
e	28	137
e	28	141
e	28	145
e	28	146
e	28	153
e	28	155
e	28	156
e	28	158
e	28	160
e	28	162
e	28	164
e	28	169
e	28	170
e	28	171
e	28	172
e	28	173
e	28	174
e	28	176
e	28	183
e	28	185
e	28	186
e	28	188
e	28	194
e	28	198
e	29	30
e	29	32
e	29	33
e	29	37
e	29	39
e	29	40
e	29	42
e	29	44
e	29	45
e	29	46
e	29	48
e	29	52
e	29	54
e	29	56
e	29	57
e	29	58
e	29	59
e	29	63
e	29	64
e	29	66
e	29	67
e	29	68
e	29	70
e	29	72
e	29	74
e	29	75
e	29	77
e	29	78
e	29	79
e	29	81
e	29	83
e	29	86
e	29	87
e	29	88
e	29	92
e	29	95
e	29	99
e	29	100
e	29	102
e	29	108
e	29	109
e	29	110
e	29	112
e	29	113
e	29	115
e	29	116
e	29	120
e	29	121
e	29	122
e	29	123
e	29	125
e	29	128
e	29	131
e	29	132
e	29	133
e	29	135
e	29	137
e	29	139
e	29	141
e	29	142
e	29	143
e	29	150
e	29	152
e	29	153
e	29	155
e	29	156
e	29	157
e	29	159
e	29	160
e	29	161
e	29	163
e	29	164
e	29	170
e	29	172
e	29	173
e	29	174
e	29	177
e	29	179
e	29	180
e	29	181
e	29	182
e	29	183
e	29	187
e	29	189
e	29	191
e	29	196
e	29	198
e	29	199
e	29	200
e	30	32
e	30	35
e	30	36
e	30	37
e	30	38
e	30	39
e	30	47
e	30	51
e	30	53
e	30	54
e	30	55
e	30	59
e	30	62
e	30	63
e	30	64
e	30	69
e	30	73
e	30	75
e	30	77
e	30	79
e	30	80
e	30	81
e	30	82
e	30	83
e	30	85
e	30	86
e	30	87
e	30	88
e	30	90
e	30	91
e	30	95
e	30	97
e	30	98
e	30	100
e	30	101
e	30	103
e	30	104
e	30	107
e	30	108
e	30	113
e	30	114
e	30	115
e	30	116
e	30	117
e	30	119
e	30	123
e	30	124
e	30	128
e	30	130
e	30	131
e	30	132
e	30	134
e	30	135
e	30	136
e	30	139
e	30	143
e	30	145
e	30	149
e	30	150
e	30	154
e	30	156
e	30	157
e	30	158
e	30	160
e	30	161
e	30	162
e	30	163
e	30	170
e	30	171
e	30	174
e	30	175
e	30	176
e	30	178
e	30	179
e	30	180
e	30	182
e	30	183
e	30	184
e	30	186
e	30	187
e	30	188
e	30	189
e	30	191
e	30	196
e	30	199
e	31	33
e	31	34
e	31	36
e	31	41
e	31	44
e	31	46
e	31	47
e	31	48
e	31	49
e	31	51
e	31	52
e	31	54
e	31	58
e	31	59
e	31	61
e	31	62
e	31	65
e	31	66
e	31	67
e	31	68
e	31	69
e	31	70
e	31	71
e	31	73
e	31	74
e	31	77
e	31	78
e	31	80
e	31	81
e	31	84
e	31	86
e	31	88
e	31	89
e	31	91
e	31	94
e	31	95
e	31	96
e	31	97
e	31	105
e	31	108
e	31	111
e	31	113
e	31	114
e	31	118
e	31	119
e	31	122
e	31	123
e	31	124
e	31	133
e	31	139
e	31	141
e	31	143
e	31	144
e	31	146
e	31	148
e	31	152
e	31	153
e	31	155
e	31	159
e	31	161
e	31	164
e	31	169
e	31	172
e	31	175
e	31	178
e	31	179
e	31	182
e	31	184
e	31	185
e	31	187
e	31	188
e	31	189
e	31	190
e	31	191
e	31	193
e	31	197
e	31	199
e	32	33
e	32	34
e	32	36
e	32	42
e	32	43
e	32	44
e	32	48
e	32	49
e	32	51
e	32	52
e	32	53
e	32	55
e	32	58
e	32	60
e	32	62
e	32	65
e	32	67
e	32	71
e	32	72
e	32	76
e	32	81
e	32	84
e	32	86
e	32	88
e	32	91
e	32	93
e	32	95
e	32	98
e	32	100
e	32	104
e	32	105
e	32	112
e	32	116
e	32	118
e	32	119
e	32	121
e	32	122
e	32	126
e	32	128
e	32	129
e	32	132
e	32	133
e	32	138
e	32	144
e	32	148
e	32	149
e	32	151
e	32	157
e	32	160
e	32	161
e	32	163
e	32	165
e	32	167
e	32	170
e	32	171
e	32	174
e	32	177
e	32	178
e	32	179
e	32	181
e	32	182
e	32	183
e	32	184
e	32	186
e	32	192
e	32	193
e	32	194
e	32	195
e	32	196
e	32	198
e	32	200
e	33	34
e	33	36
e	33	37
e	33	40
e	33	41
e	33	43
e	33	44
e	33	45
e	33	49
e	33	52
e	33	54
e	33	55
e	33	56
e	33	57
e	33	59
e	33	60
e	33	62
e	33	63
e	33	64
e	33	65
e	33	67
e	33	69
e	33	71
e	33	72
e	33	74
e	33	76
e	33	78
e	33	80
e	33	81
e	33	82
e	33	84
e	33	85
e	33	86
e	33	88
e	33	89
e	33	93
e	33	94
e	33	95
e	33	96
e	33	98
e	33	103
e	33	107
e	33	108
e	33	109
e	33	115
e	33	116
e	33	117
e	33	119
e	33	121
e	33	122
e	33	126
e	33	127
e	33	129
e	33	130
e	33	133
e	33	135
e	33	137
e	33	139
e	33	143
e	33	147
e	33	149
e	33	152
e	33	154
e	33	155
e	33	160
e	33	161
e	33	163
e	33	164
e	33	165
e	33	166
e	33	167
e	33	168
e	33	170
e	33	171
e	33	173
e	33	176
e	33	178
e	33	179
e	33	180
e	33	182
e	33	183
e	33	184
e	33	186
e	33	187
e	33	188
e	33	189
e	33	192
e	33	193
e	33	194
e	33	195
e	33	196
e	33	199
e	34	36
e	34	37
e	34	38
e	34	41
e	34	42
e	34	43
e	34	44
e	34	46
e	34	48
e	34	50
e	34	54
e	34	55
e	34	57
e	34	60
e	34	61
e	34	62
e	34	63
e	34	64
e	34	66
e	34	67
e	34	68
e	34	69
e	34	70
e	34	72
e	34	73
e	34	78
e	34	79
e	34	81
e	34	83
e	34	85
e	34	87
e	34	88
e	34	90
e	34	91
e	34	93
e	34	94
e	34	95
e	34	97
e	34	98
e	34	104
e	34	105
e	34	108
e	34	110
e	34	111
e	34	113
e	34	114
e	34	115
e	34	116
e	34	117
e	34	122
e	34	126
e	34	127
e	34	130
e	34	132
e	34	133
e	34	137
e	34	138
e	34	142
e	34	144
e	34	145
e	34	146
e	34	152
e	34	153
e	34	155
e	34	157
e	34	160
e	34	161
e	34	163
e	34	166
e	34	167
e	34	169
e	34	170
e	34	172
e	34	173
e	34	174
e	34	177
e	34	178
e	34	182
e	34	183
e	34	184
e	34	187
e	34	189
e	34	190
e	34	192
e	34	194
e	34	195
e	34	196
e	34	197
e	35	36
e	35	42
e	35	43
e	35	46
e	35	47
e	35	48
e	35	53
e	35	56
e	35	57
e	35	58
e	35	60
e	35	61
e	35	62
e	35	63
e	35	64
e	35	67
e	35	69
e	35	70
e	35	71
e	35	75
e	35	77
e	35	78
e	35	79
e	35	80
e	35	81
e	35	84
e	35	87
e	35	89
e	35	90
e	35	93
e	35	97
e	35	98
e	35	101
e	35	103
e	35	105
e	35	107
e	35	109
e	35	112
e	35	115
e	35	117
e	35	118
e	35	119
e	35	120
e	35	122
e	35	126
e	35	128
e	35	129
e	35	133
e	35	135
e	35	136
e	35	139
e	35	140
e	35	141
e	35	142
e	35	145
e	35	147
e	35	149
e	35	151
e	35	152
e	35	153
e	35	156
e	35	158
e	35	168
e	35	169
e	35	173
e	35	177
e	35	183
e	35	186
e	35	187
e	35	188
e	35	189
e	35	192
e	35	193
e	35	195
e	35	197
e	36	37
e	36	41
e	36	47
e	36	50
e	36	51
e	36	52
e	36	53
e	36	55
e	36	58
e	36	60
e	36	61
e	36	66
e	36	68
e	36	70
e	36	73
e	36	74
e	36	75
e	36	77
e	36	79
e	36	81
e	36	82
e	36	84
e	36	87
e	36	90
e	36	91
e	36	93
e	36	95
e	36	97
e	36	98
e	36	99
e	36	106
e	36	112
e	36	113
e	36	114
e	36	118
e	36	119
e	36	121
e	36	122
e	36	123
e	36	124
e	36	127
e	36	134
e	36	136
e	36	138
e	36	140
e	36	144
e	36	146
e	36	148
e	36	152
e	36	154
e	36	155
e	36	156
e	36	158
e	36	160
e	36	161
e	36	162
e	36	169
e	36	171
e	36	172
e	36	174
e	36	175
e	36	176
e	36	180
e	36	181
e	36	182
e	36	183
e	36	190
e	36	196
e	37	38
e	37	41
e	37	44
e	37	45
e	37	46
e	37	47
e	37	48
e	37	49
e	37	51
e	37	55
e	37	61
e	37	62
e	37	64
e	37	66
e	37	68
e	37	69
e	37	70
e	37	71
e	37	72
e	37	74
e	37	75
e	37	76
e	37	80
e	37	83
e	37	84
e	37	89
e	37	90
e	37	92
e	37	93
e	37	95
e	37	96
e	37	97
e	37	100
e	37	101
e	37	103
e	37	107
e	37	108
e	37	109
e	37	112
e	37	113
e	37	118
e	37	120
e	37	122
e	37	124
e	37	125
e	37	126
e	37	127
e	37	130
e	37	131
e	37	132
e	37	135
e	37	136
e	37	138
e	37	139
e	37	140
e	37	141
e	37	143
e	37	145
e	37	146
e	37	147
e	37	149
e	37	150
e	37	156
e	37	159
e	37	160
e	37	171
e	37	176
e	37	177
e	37	178
e	37	180
e	37	181
e	37	188
e	37	191
e	37	192
e	37	193
e	37	194
e	37	196
e	38	40
e	38	42
e	38	44
e	38	47
e	38	48
e	38	50
e	38	51
e	38	53
e	38	54
e	38	55
e	38	57
e	38	59
e	38	60
e	38	62
e	38	63
e	38	66
e	38	67
e	38	69
e	38	70
e	38	71
e	38	74
e	38	77
e	38	78
e	38	79
e	38	85
e	38	86
e	38	87
e	38	89
e	38	93
e	38	94
e	38	95
e	38	96
e	38	99
e	38	102
e	38	104
e	38	105
e	38	106
e	38	107
e	38	118
e	38	120
e	38	121
e	38	122
e	38	125
e	38	126
e	38	134
e	38	136
e	38	137
e	38	139
e	38	140
e	38	141
e	38	142
e	38	145
e	38	147
e	38	150
e	38	155
e	38	156
e	38	159
e	38	164
e	38	165
e	38	169
e	38	174
e	38	175
e	38	179
e	38	182
e	38	183
e	38	184
e	38	185
e	38	191
e	38	192
e	38	195
e	38	197
e	38	199
e	38	200
e	39	41
e	39	42
e	39	43
e	39	44
e	39	47
e	39	49
e	39	54
e	39	56
e	39	57
e	39	58
e	39	59
e	39	60
e	39	61
e	39	65
e	39	69
e	39	71
e	39	72
e	39	73
e	39	77
e	39	82
e	39	85
e	39	86
e	39	87
e	39	88
e	39	89
e	39	90
e	39	93
e	39	95
e	39	96
e	39	99
e	39	100
e	39	101
e	39	103
e	39	105
e	39	116
e	39	119
e	39	120
e	39	124
e	39	125
e	39	126
e	39	127
e	39	128
e	39	130
e	39	132
e	39	133
e	39	134
e	39	136
e	39	137
e	39	139
e	39	143
e	39	144
e	39	146
e	39	147
e	39	149
e	39	151
e	39	152
e	39	154
e	39	156
e	39	159
e	39	161
e	39	162
e	39	168
e	39	171
e	39	173
e	39	177
e	39	178
e	39	184
e	39	186
e	39	188
e	39	189
e	39	190
e	39	192
e	39	193
e	40	41
e	40	43
e	40	44
e	40	45
e	40	46
e	40	47
e	40	48
e	40	51
e	40	53
e	40	54
e	40	56
e	40	60
e	40	65
e	40	66
e	40	68
e	40	69
e	40	70
e	40	71
e	40	72
e	40	74
e	40	78
e	40	79
e	40	80
e	40	82
e	40	85
e	40	86
e	40	88
e	40	91
e	40	92
e	40	93
e	40	95
e	40	97
e	40	98
e	40	99
e	40	102
e	40	103
e	40	104
e	40	107
e	40	110
e	40	113
e	40	114
e	40	115
e	40	118
e	40	125
e	40	128
e	40	129
e	40	130
e	40	131
e	40	132
e	40	135
e	40	138
e	40	139
e	40	143
e	40	145
e	40	146
e	40	147
e	40	148
e	40	149
e	40	150
e	40	152
e	40	153
e	40	155
e	40	156
e	40	159
e	40	161
e	40	162
e	40	167
e	40	168
e	40	169
e	40	170
e	40	171
e	40	172
e	40	173
e	40	174
e	40	177
e	40	178
e	40	179
e	40	186
e	40	190
e	40	192
e	40	194
e	40	195
e	40	197
e	40	198
e	40	200
e	41	45
e	41	46
e	41	47
e	41	49
e	41	53
e	41	56
e	41	57
e	41	59
e	41	60
e	41	61
e	41	70
e	41	72
e	41	75
e	41	77
e	41	79
e	41	85
e	41	86
e	41	90
e	41	94
e	41	95
e	41	96
e	41	97
e	41	99
e	41	100
e	41	104
e	41	105
e	41	106
e	41	108
e	41	109
e	41	113
e	41	114
e	41	115
e	41	120
e	41	121
e	41	122
e	41	124
e	41	126
e	41	127
e	41	128
e	41	133
e	41	135
e	41	139
e	41	143
e	41	145
e	41	146
e	41	149
e	41	152
e	41	153
e	41	154
e	41	157
e	41	164
e	41	165
e	41	166
e	41	167
e	41	170
e	41	171
e	41	172
e	41	176
e	41	177
e	41	178
e	41	180
e	41	181
e	41	183
e	41	184
e	41	185
e	41	189
e	41	190
e	41	191
e	41	192
e	41	193
e	41	194
e	41	195
e	41	197
e	41	198
e	42	44
e	42	45
e	42	47
e	42	49
e	42	53
e	42	57
e	42	58
e	42	62
e	42	65
e	42	66
e	42	68
e	42	69
e	42	70
e	42	71
e	42	72
e	42	73
e	42	76
e	42	77
e	42	79
e	42	80
e	42	82
e	42	84
e	42	85
e	42	86
e	42	87
e	42	90
e	42	92
e	42	95
e	42	98
e	42	99
e	42	100
e	42	101
e	42	102
e	42	105
e	42	106
e	42	109
e	42	110
e	42	112
e	42	115
e	42	116
e	42	119
e	42	120
e	42	122
e	42	126
e	42	128
e	42	130
e	42	132
e	42	133
e	42	134
e	42	135
e	42	137
e	42	139
e	42	140
e	42	142
e	42	145
e	42	147
e	42	148
e	42	152
e	42	153
e	42	154
e	42	155
e	42	156
e	42	160
e	42	164
e	42	165
e	42	166
e	42	167
e	42	169
e	42	175
e	42	176
e	42	179
e	42	181
e	42	182
e	42	183
e	42	184
e	42	187
e	42	190
e	42	191
e	42	193
e	42	194
e	42	195
e	42	197
e	42	198
e	42	199
e	43	44
e	43	46
e	43	47
e	43	48
e	43	50
e	43	52
e	43	53
e	43	54
e	43	55
e	43	56
e	43	57
e	43	62
e	43	64
e	43	65
e	43	66
e	43	67
e	43	73
e	43	74
e	43	76
e	43	82
e	43	85
e	43	86
e	43	87
e	43	88
e	43	89
e	43	90
e	43	93
e	43	94
e	43	95
e	43	97
e	43	101
e	43	103
e	43	104
e	43	105
e	43	106
e	43	107
e	43	109
e	43	112
e	43	121
e	43	122
e	43	123
e	43	125
e	43	126
e	43	129
e	43	137
e	43	139
e	43	140
e	43	141
e	43	143
e	43	146
e	43	147
e	43	148
e	43	149
e	43	153
e	43	155
e	43	157
e	43	160
e	43	161
e	43	164
e	43	165
e	43	169
e	43	170
e	43	172
e	43	174
e	43	175
e	43	180
e	43	181
e	43	182
e	43	183
e	43	184
e	43	185
e	43	186
e	43	191
e	43	192
e	43	193
e	43	198
e	43	199
e	44	46
e	44	48
e	44	49
e	44	51
e	44	55
e	44	56
e	44	57
e	44	59
e	44	61
e	44	63
e	44	66
e	44	70
e	44	71
e	44	72
e	44	73
e	44	77
e	44	79
e	44	80
e	44	82
e	44	87
e	44	89
e	44	94
e	44	95
e	44	96
e	44	99
e	44	101
e	44	102
e	44	105
e	44	107
e	44	108
e	44	109
e	44	110
e	44	112
e	44	117
e	44	119
e	44	124
e	44	128
e	44	129
e	44	130
e	44	131
e	44	133
e	44	134
e	44	137
e	44	138
e	44	140
e	44	144
e	44	148
e	44	150
e	44	153
e	44	154
e	44	155
e	44	157
e	44	159
e	44	161
e	44	163
e	44	166
e	44	167
e	44	174
e	44	175
e	44	176
e	44	178
e	44	181
e	44	184
e	44	188
e	44	192
e	44	193
e	44	194
e	44	195
e	44	196
e	44	197
e	44	198
e	44	200
e	45	48
e	45	50
e	45	52
e	45	54
e	45	58
e	45	59
e	45	61
e	45	64
e	45	65
e	45	71
e	45	72
e	45	77
e	45	79
e	45	82
e	45	83
e	45	85
e	45	90
e	45	93
e	45	96
e	45	97
e	45	99
e	45	101
e	45	102
e	45	103
e	45	110
e	45	111
e	45	113
e	45	117
e	45	120
e	45	121
e	45	122
e	45	126
e	45	129
e	45	131
e	45	133
e	45	134
e	45	138
e	45	139
e	45	142
e	45	145
e	45	146
e	45	148
e	45	149
e	45	154
e	45	157
e	45	158
e	45	160
e	45	161
e	45	163
e	45	164
e	45	165
e	45	168
e	45	169
e	45	171
e	45	179
e	45	180
e	45	181
e	45	182
e	45	183
e	45	184
e	45	186
e	45	187
e	45	188
e	45	191
e	45	192
e	45	194
e	45	195
e	46	48
e	46	52
e	46	54
e	46	56
e	46	57
e	46	58
e	46	61
e	46	63
e	46	64
e	46	66
e	46	67
e	46	74
e	46	76
e	46	78
e	46	82
e	46	83
e	46	84
e	46	85
e	46	86
e	46	89
e	46	92
e	46	93
e	46	94
e	46	95
e	46	96
e	46	97
e	46	98
e	46	99
e	46	101
e	46	102
e	46	103
e	46	105
e	46	107
e	46	108
e	46	110
e	46	111
e	46	115
e	46	118
e	46	121
e	46	123
e	46	124
e	46	125
e	46	126
e	46	128
e	46	129
e	46	131
e	46	132
e	46	133
e	46	136
e	46	137
e	46	138
e	46	140
e	46	142
e	46	145
e	46	146
e	46	149
e	46	151
e	46	154
e	46	155
e	46	157
e	46	158
e	46	159
e	46	160
e	46	161
e	46	167
e	46	169
e	46	172
e	46	174
e	46	177
e	46	180
e	46	182
e	46	183
e	46	188
e	46	191
e	46	192
e	46	195
e	46	196
e	46	197
e	46	198
e	46	199
e	47	48
e	47	51
e	47	56
e	47	57
e	47	58
e	47	59
e	47	60
e	47	61
e	47	64
e	47	65
e	47	67
e	47	71
e	47	74
e	47	76
e	47	77
e	47	78
e	47	80
e	47	81
e	47	82
e	47	84
e	47	85
e	47	90
e	47	92
e	47	94
e	47	95
e	47	100
e	47	102
e	47	103
e	47	104
e	47	105
e	47	108
e	47	110
e	47	112
e	47	113
e	47	114
e	47	115
e	47	116
e	47	117
e	47	120
e	47	121
e	47	122
e	47	123
e	47	125
e	47	126
e	47	127
e	47	128
e	47	129
e	47	131
e	47	134
e	47	141
e	47	142
e	47	145
e	47	146
e	47	151
e	47	154
e	47	157
e	47	160
e	47	162
e	47	163
e	47	166
e	47	167
e	47	168
e	47	169
e	47	170
e	47	173
e	47	175
e	47	176
e	47	179
e	47	180
e	47	181
e	47	182
e	47	183
e	47	185
e	47	188
e	47	194
e	47	197
e	47	198
e	47	199
e	47	200
e	48	49
e	48	55
e	48	56
e	48	58
e	48	59
e	48	62
e	48	66
e	48	67
e	48	71
e	48	72
e	48	73
e	48	77
e	48	79
e	48	81
e	48	82
e	48	84
e	48	85
e	48	86
e	48	89
e	48	90
e	48	92
e	48	93
e	48	95
e	48	96
e	48	98
e	48	102
e	48	107
e	48	108
e	48	109
e	48	110
e	48	111
e	48	112
e	48	113
e	48	115
e	48	116
e	48	118
e	48	123
e	48	127
e	48	131
e	48	132
e	48	133
e	48	135
e	48	139
e	48	140
e	48	143
e	48	144
e	48	146
e	48	147
e	48	149
e	48	150
e	48	155
e	48	156
e	48	157
e	48	158
e	48	159
e	48	160
e	48	163
e	48	166
e	48	169
e	48	172
e	48	173
e	48	175
e	48	177
e	48	178
e	48	180
e	48	185
e	48	186
e	48	187
e	48	188
e	48	189
e	48	190
e	48	191
e	48	192
e	48	193
e	48	194
e	48	195
e	48	198
e	49	51
e	49	52
e	49	55
e	49	57
e	49	58
e	49	59
e	49	60
e	49	63
e	49	65
e	49	66
e	49	67
e	49	68
e	49	71
e	49	73
e	49	74
e	49	75
e	49	76
e	49	78
e	49	79
e	49	80
e	49	85
e	49	86
e	49	88
e	49	90
e	49	93
e	49	95
e	49	96
e	49	99
e	49	100
e	49	105
e	49	109
e	49	111
e	49	113
e	49	117
e	49	118
e	49	119
e	49	121
e	49	122
e	49	123
e	49	127
e	49	128
e	49	130
e	49	131
e	49	132
e	49	133
e	49	135
e	49	137
e	49	140
e	49	145
e	49	147
e	49	149
e	49	154
e	49	156
e	49	157
e	49	159
e	49	164
e	49	168
e	49	169
e	49	170
e	49	175
e	49	176
e	49	179
e	49	180
e	49	183
e	49	184
e	49	185
e	49	189
e	49	190
e	49	193
e	49	194
e	49	196
e	49	197
e	49	200
e	50	52
e	50	53
e	50	54
e	50	55
e	50	61
e	50	64
e	50	66
e	50	69
e	50	71
e	50	72
e	50	74
e	50	75
e	50	80
e	50	81
e	50	84
e	50	86
e	50	88
e	50	93
e	50	94
e	50	96
e	50	98
e	50	103
e	50	105
e	50	106
e	50	108
e	50	111
e	50	117
e	50	118
e	50	120
e	50	121
e	50	122
e	50	124
e	50	125
e	50	127
e	50	128
e	50	129
e	50	131
e	50	133
e	50	134
e	50	136
e	50	137
e	50	139
e	50	142
e	50	143
e	50	144
e	50	147
e	50	148
e	50	149
e	50	151
e	50	152
e	50	154
e	50	155
e	50	157
e	50	158
e	50	159
e	50	164
e	50	169
e	50	171
e	50	172
e	50	173
e	50	175
e	50	176
e	50	179
e	50	181
e	50	183
e	50	185
e	50	187
e	50	190
e	50	191
e	50	192
e	50	193
e	50	194
e	50	195
e	50	196
e	50	198
e	50	199
e	50	200
e	51	54
e	51	55
e	51	57
e	51	58
e	51	59
e	51	61
e	51	62
e	51	63
e	51	65
e	51	66
e	51	67
e	51	68
e	51	73
e	51	74
e	51	77
e	51	79
e	51	84
e	51	85
e	51	86
e	51	87
e	51	89
e	51	90
e	51	91
e	51	92
e	51	99
e	51	102
e	51	107
e	51	108
e	51	109
e	51	112
e	51	113
e	51	114
e	51	116
e	51	118
e	51	120
e	51	121
e	51	122
e	51	124
e	51	125
e	51	126
e	51	128
e	51	131
e	51	132
e	51	133
e	51	139
e	51	144
e	51	145
e	51	146
e	51	148
e	51	149
e	51	152
e	51	153
e	51	154
e	51	155
e	51	156
e	51	157
e	51	159
e	51	160
e	51	161
e	51	165
e	51	167
e	51	168
e	51	171
e	51	173
e	51	174
e	51	175
e	51	176
e	51	182
e	51	183
e	51	185
e	51	187
e	51	194
e	51	195
e	51	197
e	51	198
e	52	53
e	52	54
e	52	55
e	52	57
e	52	60
e	52	61
e	52	65
e	52	66
e	52	68
e	52	69
e	52	70
e	52	71
e	52	73
e	52	74
e	52	77
e	52	79
e	52	86
e	52	88
e	52	90
e	52	95
e	52	96
e	52	98
e	52	99
e	52	100
e	52	101
e	52	103
e	52	104
e	52	112
e	52	114
e	52	115
e	52	120
e	52	123
e	52	124
e	52	126
e	52	127
e	52	128
e	52	131
e	52	132
e	52	135
e	52	136
e	52	137
e	52	139
e	52	140
e	52	141
e	52	144
e	52	146
e	52	147
e	52	151
e	52	155
e	52	160
e	52	162
e	52	164
e	52	167
e	52	170
e	52	172
e	52	173
e	52	175
e	52	177
e	52	178
e	52	184
e	52	185
e	52	186
e	52	188
e	52	191
e	52	193
e	52	194
e	52	195
e	52	198
e	53	55
e	53	56
e	53	57
e	53	58
e	53	62
e	53	63
e	53	65
e	53	69
e	53	70
e	53	71
e	53	72
e	53	77
e	53	78
e	53	82
e	53	83
e	53	84
e	53	85
e	53	87
e	53	88
e	53	94
e	53	95
e	53	96
e	53	97
e	53	98
e	53	99
e	53	100
e	53	102
e	53	103
e	53	104
e	53	109
e	53	110
e	53	111
e	53	112
e	53	113
e	53	115
e	53	116
e	53	119
e	53	123
e	53	124
e	53	126
e	53	127
e	53	129
e	53	130
e	53	131
e	53	135
e	53	136
e	53	138
e	53	142
e	53	144
e	53	146
e	53	148
e	53	149
e	53	150
e	53	151
e	53	152
e	53	154
e	53	157
e	53	160
e	53	161
e	53	166
e	53	172
e	53	173
e	53	174
e	53	175
e	53	176
e	53	178
e	53	180
e	53	183
e	53	184
e	53	185
e	53	187
e	53	188
e	53	189
e	53	190
e	53	195
e	53	196
e	53	198
e	53	199
e	53	200
e	54	55
e	54	57
e	54	58
e	54	59
e	54	62
e	54	64
e	54	65
e	54	68
e	54	70
e	54	73
e	54	76
e	54	79
e	54	83
e	54	84
e	54	85
e	54	89
e	54	92
e	54	95
e	54	98
e	54	99
e	54	100
e	54	102
e	54	107
e	54	108
e	54	109
e	54	111
e	54	112
e	54	117
e	54	118
e	54	128
e	54	130
e	54	131
e	54	132
e	54	134
e	54	135
e	54	137
e	54	138
e	54	139
e	54	140
e	54	141
e	54	142
e	54	143
e	54	144
e	54	146
e	54	148
e	54	154
e	54	165
e	54	168
e	54	170
e	54	171
e	54	172
e	54	174
e	54	175
e	54	177
e	54	180
e	54	181
e	54	182
e	54	185
e	54	188
e	54	189
e	54	190
e	54	191
e	54	192
e	54	196
e	54	199
e	54	200
e	55	56
e	55	58
e	55	59
e	55	60
e	55	61
e	55	62
e	55	63
e	55	64
e	55	67
e	55	69
e	55	75
e	55	83
e	55	85
e	55	89
e	55	91
e	55	94
e	55	99
e	55	100
e	55	104
e	55	108
e	55	109
e	55	115
e	55	116
e	55	122
e	55	125
e	55	127
e	55	132
e	55	135
e	55	136
e	55	139
e	55	140
e	55	142
e	55	144
e	55	148
e	55	151
e	55	153
e	55	156
e	55	157
e	55	159
e	55	160
e	55	164
e	55	166
e	55	167
e	55	170
e	55	171
e	55	176
e	55	179
e	55	183
e	55	184
e	55	186
e	55	188
e	55	191
e	55	192
e	55	197
e	56	59
e	56	61
e	56	62
e	56	63
e	56	65
e	56	66
e	56	71
e	56	76
e	56	77
e	56	78
e	56	84
e	56	85
e	56	86
e	56	87
e	56	90
e	56	93
e	56	97
e	56	98
e	56	99
e	56	100
e	56	101
e	56	103
e	56	107
e	56	109
e	56	110
e	56	114
e	56	117
e	56	118
e	56	121
e	56	123
e	56	125
e	56	127
e	56	128
e	56	129
e	56	131
e	56	134
e	56	135
e	56	137
e	56	138
e	56	141
e	56	142
e	56	148
e	56	149
e	56	150
e	56	151
e	56	153
e	56	157
e	56	158
e	56	160
e	56	161
e	56	163
e	56	165
e	56	167
e	56	168
e	56	170
e	56	171
e	56	173
e	56	174
e	56	176
e	56	178
e	56	182
e	56	184
e	56	187
e	56	189
e	56	190
e	56	191
e	56	192
e	56	196
e	56	197
e	56	200
e	57	59
e	57	62
e	57	65
e	57	68
e	57	69
e	57	70
e	57	71
e	57	73
e	57	74
e	57	76
e	57	77
e	57	80
e	57	81
